,budget,company,country,director,gross,name,rate,star,voter
836,,"Astrolabio Producciones S.L.,BD Cine,See more »,","Spain,Italy,Argentina",Daniel Burman,,Esperando al mesías (2000) ,6.7,"Daniel Hendler,Héctor Alterio,Enrique Piñeyro,|,See full cast & crew,",623
837,,,South Korea,Soo-Hyun Kim,,Changpihae (2010) ,5.7,"Sang-hyun Kim,Hyeon-jin Seo,Hyo-jin Kim,|,See full cast & crew,",45
838,,"The Film Experiment Company,See more »,",USA,Eric DelaBarre,,Reasonable Doubt (2001) ,3.0,"Amber Smith,Kevin Scott Allen,GiGi Erneta,|,See full cast & crew,",108
839,,"Three Veils Production Company,Zahra Pictures,See more »,",USA,Rolla Selbak,,Three Veils (2011) ,6.7,"Sheetal Sheth,Angela Zahra,Mercedes Mason,|,See full cast & crew,",212
840,,"Elephant Eye Films,See more »,","Chile,USA",,,Old Cats (2010) ,6.8,"Bélgica Castro,Claudia Celedón,Catalina Saavedra,|,See full cast & crew,",440
841,,"Black Gold Films (II),See more »,",USA,Liam Lynch,"$1,324,244,",Sarah Silverman: Jesus Is Magic (2005) ,6.5,"Sarah Silverman,Brian Posehn,Laura Silverman,|,See full cast & crew,","5,215"
842,"$210,000","Red Gourmet Productions,The Cook Movie,See more »,",USA,Gregg Simon,,The Cook (2008) ,4.1,"Penny Vital,Nina Fehren,Mark Hengst,|,See full cast & crew,","1,168"
843,"€600,000",,Serbia,Dragan Marinkovic,,Disi duboko (2004) ,5.8,"Mira Furlan,Ana Franic,Jelena Djokic,|,See full cast & crew,",299
844,"$500,000",,"USA,Finland,Mexico,Russia",,,Sorceress (2017) ,4.6,"Naama Kates,Oona Airola,Maritta Viitamäki,|,See full cast & crew,",85
845,,,USA,Edward Holzman,,Hollywood Sins (2000) ,5.5,"Justin Carroll,Kim Sill,Eric Acsell,|,See full cast & crew,",88
846,,"Well Tailored Films,Zero Trans Fat Productions,See more »,",USA,Clay Liford,,Earthling (2010) ,4.2,"Rebecca Spence,Peter Greene,William Katt,|,See full cast & crew,",591
847,"€800,000","Hyena Films,Chi & Company,3Sat,See more »,","Taiwan,Germany",Monika Treut,"$1,716,",Ghosted (2009) ,4.7,"Inga Busch,Huan-Ru Ke,Ting Ting Hu,|,See full cast & crew,",337
848,"PTE 100,000,000","Inforfilmes,Instituto Português da Arte Cinematográfica e Audiovisual (IPACA),Radiotelevisão Portuguesa (RTP),See more »,",Portugal,Leonel Vieira,,A Sombra dos Abutres (1998) ,7.2,"Vítor Norte,Diogo Infante,José Eduardo,|,See full cast & crew,",96
849,,"Hany Girgis Fawzy Films,See more »,",Egypt,Hany Girgis,,Bedoon Reqaba (2009) ,3.1,"Ahmed Fahmi,Nabil Eissa,Edward,|,See full cast & crew,",63
850,,"Channel Four Films,Halal Films,Logo,See more »,","UK,France,Germany,Australia,USA",Parvez Sharma,"$105,033,",A Jihad for Love (2007) ,6.5,"Muhsin Hendricks,A.K. Hoosen,Mazen,|,See full cast & crew,",614
851,,"Canal+ España,Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC),ICF Institut Català de Finances,See more »,",Spain,Cesc Gay,,En la ciudad (2003) ,6.9,"Mónica López,Eduard Fernández,María Pujalte,|,See full cast & crew,",992
852,"SEK 100,000","Valand Academy Film,See more »,",Sweden,Antiffa Vänsterfitta,,Vem ska knulla pappa? (2017) ,7.0,"Emil Anderson,Anna Bjereld,Alexi Carpentieri,|,See full cast & crew,",13
853,,"Digital Film,Ministero per i Beni e le Attività Culturali (MiBAC),See more »,",Italy,Monica Stambrini,"$4,307,",Benzina (2001) ,5.3,"Maya Sansa,Regina Orioli,Mariella Valentini,|,See full cast & crew,",336
854,"$5,000,000","Castel Film Romania,Clubdeal,La Vie En Rose,See more »,",UK,Eric Styles,,True True Lie (2006) ,4.6,"Jaime King,Lydia Leonard,Jason Durr,|,See full cast & crew,",331
855,,,USA,Sascha Rice,,Mango Kiss (2004) ,4.6,"Danièle Ferraro,Michelle Wolff,Sally Kirkland,|,See full cast & crew,",385
856,,"Art Port,Tsuburaya Entertainment,See more »,",Japan,Noboru Iguchi,,Manji (2006) ,6.2,"Yoshiyoshi Arakawa,Cosmosco,Fujiko,|,See full cast & crew,",20
857,,"E.H. Filmes,See more »,",Brazil,Malu De Martino,,Como Esquecer (2010) ,6.2,"Ana Paula Arósio,Murilo Rosa,Natália Lage,|,See full cast & crew,",393
858,,"Alfama Films,France 3 Cinéma,Centre National de la Cinématographie (CNC),See more »,",France,Brigitte Sy,,L'astragale (2015) ,5.9,"Leïla Bekhti,Reda Kateb,Esther Garrel,|,See full cast & crew,",176
859,"CZK 14,000,000",,Czech Republic,Ivan Vojnár,,Nepravdepodobná romance (2013) ,5.7,"Berenika Kohoutová,Alzbeta Pazoutová,Ivan Vojnár,|,See full cast & crew,",23
860,"$2,500,000","Blue & Grey Film Ventures,Lunacy,See more »,",USA,Stu Pollard,,Keep Your Distance (2005) ,5.4,"Gil Bellows,Jennifer Westfeldt,Christian Kane,|,See full cast & crew,","1,194"
861,,"Natan Productions,Arte France Cinéma,CinéCinéma,See more »,",France,Benoît Jacquot,"$247,636,",À tout de suite (2004) ,6.5,"Isild Le Besco,Ouassini Embarek,Nicolas Duvauchelle,|,See full cast & crew,",915
862,,"Smithy Productions,See more »,",USA,Erin Greenwell,,My Best Day (2012) ,5.1,"Rachel Style,Ashlie Atkinson,Robert Salerno,|,See full cast & crew,",171
863,"$200,000","Ripe Fruit Films,See more »,",USA,Wendy Jo Carlton,,Hannah Free (2009) ,6.5,"Sharon Gless,Maureen Gallagher,Kelli Strickland,|,See full cast & crew,",329
864,,"Telespan 2000,Estudios Picasso,Canal+ España,See more »,",Spain,Chus Gutiérrez,,El Calentito (2005) ,5.9,"Verónica Sánchez,Macarena Gómez,Juan Sanz,|,See full cast & crew,",497
865,,"Eisei Gekijo,H-Partners,Hinokio Film Venturer,See more »,",Japan,Takahiko Akiyama,,Hinokio (2005) ,6.8,"Masatoshi Nakamura,Kanata Hongô,Mikako Tabe,|,See full cast & crew,",513
866,,,Russia,,"$60,815,",Ya lyublyu tebya (2004) ,6.5,"Damir Badmaev,Lyubov Tolkalina,Evgeniy Koryakovskiy,|,See full cast & crew,",840
867,,"Nanook Film Wien,See more »,",Austria,Peter Kern,,Der letzte Sommer der Reichen (2014) ,5.5,"Amira Casar,Nicole Gerdon,Winfried Glatzeder,|,See full cast & crew,",28
868,,"Telespan 2000,Canal+ España,Estudios Picasso,See more »,",Spain,Emilio Martínez Lázaro,,Los 2 lados de la cama (2005) ,5.6,"Ernesto Alterio,Guillermo Toledo,Alberto San Juan,|,See full cast & crew,","1,230"
869,"$40,000","Chill Productions,See more »,",USA,,,Girls Like Us! Part 1 (2012) ,5.8,"Bethany Stanton,Robin Lei,Milon V. Parker,|,See full cast & crew,",10
870,"CAD 900,000","Red Plush Films,The Feature Film Project,See more »,",Canada,Cassandra Nicolaou,,Show Me (2004) ,5.9,"Michelle Nolden,Kett Turton,Gabriel Hogan,|,See full cast & crew,",396
871,,"Cranium Entertainment,See more »,",USA,Nathan Adloff,,Nate and Margaret (2012) ,6.2,"Natalie West,Tyler Ross,Conor McCahill,|,See full cast & crew,",494
872,,"Els Films de la Rambla,Generalitat de Catalunya - Departament de Cultura,Televisió de Catalunya (TV3),See more »,",Spain,Ventura Pons,,Carícies (1998) ,6.7,"David Selvas,Laura Conejero,Julieta Serrano,|,See full cast & crew,",450
873,,"Fundação Armando Álvares Penteado (FAAP),See more »,",Brazil,Matheus Marchetti,,As Núpcias de Drácula (2018) ,0,"Alexandre Alonso,Irene Caldeira,Celo Carvalho,|,See full cast & crew,",0
874,"$1,000,000","Exciting Films,See more »,",USA,Carolin Von Petzholdt,,The Boom Boom Girls of Wrestling (2015) ,5.4,"Melissa Biethan,William F. Bryant,Michael Gantz,|,See full cast & crew,",7
875,,"Mille et Une Productions,Rhône-Alpes Cinéma,Centre National de la Cinématographie (CNC),See more »,",France,Myriam Aziza,,La robe du soir (2009) ,6.5,"Alba Gaïa Bellugi,Lio,Sophie Mounicot,|,See full cast & crew,",256
876,,"NANDAR Entertainment Group,Proteus Pictures,See more »,",USA,Nancy Criss,,Finding Mr. Wright (2011) ,4.5,"Matthew Montgomery,Rebekah Kochan,David Shae,|,See full cast & crew,",227
877,,"Brain Escape Pictures,E.I. Independent Cinema,See more »,",USA,John Bacchus,,The Vampire's Seduction (1998) ,3.2,"Tina Krause,Paige Turner,Kiki Michaels,|,See full cast & crew,",117
878,"$2,000,000","Irene in Time,The Rainbow Film Company,See more »,",USA,Henry Jaglom,"$194,316,",Irene in Time (2009) ,4.5,"Tanna Frederick,Andrea Marcovicci,Victoria Tennant,|,See full cast & crew,",166
879,,"Canal+,Cuel Lavalette Productions,La Sept Cinéma,See more »,",France,Laetitia Masson,,À vendre (1998) ,6.6,"Sandrine Kiberlain,Sergio Castellitto,Jean-François Stévenin,|,See full cast & crew,",526
880,,"Generation Blue Films,See more »,",South Korea,Jho Kwang-soo Kim,,Du Bunui Gyulhonsikgwa Han Bunui Jangryesik (2012) ,6.3,"Dong-Yoon Kim,Hyeon-kyeong Ryu,Seung-do Han,|,See full cast & crew,",309
881,"$100,000","Bring Chase Productions,See more »,",USA,Matt Riddlehoover,,West Hollywood Motel (2013) ,5.3,"Matt Riddlehoover,Andrew Matarazzo,Amy Kelly,|,See full cast & crew,",426
882,"€100,000","Matador Film,See more »,","Germany,Austria",Marcel Walz,,La Petite Mort II (2014) ,3.5,"Annika Strauss,Yvonne Wölke,Mika Metz,|,See full cast & crew,",94
883,,"DonArt Production,See more »,",Czech Republic,Olga Dabrowská,,Deti samotáru (2018) ,0,"Ivana Chýlková,Jaroslav Plesl,Tomás Hanák,|,See full cast & crew,",0
884,,"Zadig Films,Rhône-Alpes Cinéma,Sylicone,See more »,",France,Sébastien Lifshitz,,Les invisibles (2012) ,7.5,"Bernard,Catherine,Christian,|,See full cast & crew,",407
885,"€250,000","Kirbyfilms,See more »,",Ireland,Jessie Kirby,,Insatiable (2008) ,7.3,"John Cronin,Laura Donnelly,Damien Kearney,|,See full cast & crew,",22
886,"€3,000,000","A. Llorens Olivé Producciones Cinematográficas S.A.,Fair Play Produccions S.A.,See more »,",Spain,Francesc Bellmunt,,Lisístrata (2002) ,4.5,"Maribel Verdú,Juan Luis Galiardo,Javier Gurruchaga,|,See full cast & crew,",441
887,,"Bandonéon,Adria Films,Centre National de la Cinématographie (CNC),See more »,",France,Valérie Minetto,"$788,",Oublier Cheyenne (2005) ,6.5,"Mila Dekker,Aurélia Petit,Malik Zidi,|,See full cast & crew,",313
888,,,USA,Luane Beck,,Intentions (2003) ,4.8,"Deidre Kotch,Katherine Lee,Maria Biber-Ferro,|,See full cast & crew,",195
889,,"Small Town Girl Productions,See more »,",USA,Jessica Cameron,,Mania (2015) ,4.9,"Tristan Risk,Ellie Church,Carlo Mendez,|,See full cast & crew,",57
890,,"Sudden Storm Productions,Barstool Words Productions Inc.,See more »,","Canada,USA",Jeff Glickman,,Killing Zelda Sparks (2007) ,5.2,"Vincent Kartheiser,Sarah Carter,Geoffrey Arend,|,See full cast & crew,",262
891,,"SRO Pictures,See more »,",USA,Richard Day,"$45,463,",Straight-Jacket (2004) ,6.6,"Matt Letscher,Carrie Preston,Adam Greer,|,See full cast & crew,",750
892,,"Melancholy Star,Fantaspoa Produções,See more »,",UK,Elizabeth E. Schuch,,The Book of Birdie (2017) ,5.6,"Suzan Crowley,Kathryn Browning,Kymberly Mellen,|,See full cast & crew,",42
893,,"Valiant Doll,See more »,",UK,Lisa Gornick,,Do I Love You? (2002) ,4.1,"Harri Alexander,Birgitta Bernhard,Darren Black,|,See full cast & crew,",142
894,,,Taiwan,,,Nu huan (1999) ,5.8,"Yea-Ling Chang,Ming-Wei Kao,Miho Nomoto,|,See full cast & crew,",50
895,,"IA Films Inc.,See more »,",USA,,,Dildo Diaries (2002) ,7.4,"Molly Ivins,Annie Sprinkle,Carol Queen,|,See full cast & crew,",79
896,"$20,000","Transflix Productions,E.B.G. Productions,PL Entertainment,See more »,",,,,L.G.B.T. Love Stories (2016) ,4.4,"Frederic Farina,Christina Russo,Danny Martinez,|,See full cast & crew,",7
897,,,USA,Ryan Lonergan,,Kill the Monsters (2018) ,8.0,"Jack Ball,Laura Brocca,Julia Campanelli,|,See full cast & crew,",14
898,"€5,269,000","Galatée Films,Delante Films,Cirrus Communications,See more »,",France,Stéphane Kazandjian,,Modern Love (2008) ,5.3,"Alexandra Lamy,Stéphane Rousseau,Bérénice Bejo,|,See full cast & crew,",261
899,"$675,000",,USA,Travis Ammons,,Suicide Notes (2013) ,8.3,"Lou Martini Jr.,Sue Rock,Jared Doreck,|,See full cast & crew,",22
900,"$200,000","Accord Productions,See more »,",USA,Aiden Dillard,,Hell Glades (2013) ,3.6,"Aiden Dillard,Deborah Funes,Belkys Galvez,|,See full cast & crew,",37
901,,,USA,Omar Rodriguez-Lopez,,Amalia (2018) ,5.0,"Jacquelin Arroyo,Verina Banks,Victor Boneva,|,See full cast & crew,",8
902,,"Skopje Film Studio,See more »,",Republic of Macedonia,Igor Ivanov Izi,,The Piano Room (2013) ,7.0,"Natasha Petrovic,Jovica Mihajlovski,Svetozar Cvetkovic,|,See full cast & crew,",199
903,,"Cinergy,Daisy Entertainment,Soo Film Company,See more »,",South Korea,Kyu-dong Min,,Kkotgwa sijak (2009) ,5.5,"Jeong-hwa Eom,Jung-min Hwang,Hyo-jin Kim,|,See full cast & crew,",137
904,"$50,000","Chance Studios,See more »,",USA,Aaron D. Martin,,Archangel Alpha (2016) ,0,"Nichelle Aiden,Katherine Joan Taylor,Don Lee,|,See full cast & crew,",0
905,,"Grupong Sinehan,UP Cineastes' Studio,See more »,",Philippines,Crisaldo Pablo,,Duda (2003) ,4.7,"Andoy Ranay,Paulo Gabriel,Jojo Nones,|,See full cast & crew,",84
906,"€2,100,000","Producciones La Iguana S.L.,Alta Producción,See more »,",Spain,Santiago García de Leániz,,La noche del hermano (2005) ,5.4,"Jan Cornet,María Vázquez,Pablo Rivero,|,See full cast & crew,",138
907,,"Mythos Film,Tube Entertainment,Tube Investment,See more »,",South Korea,Byeong-ki Ahn,,Gawi (2000) ,5.3,"Gyu-ri Kim,Ji-won Ha,Jeong-yun Choi,|,See full cast & crew,",855
908,,"The Asylum,See more »,",USA,H.M. Coakley,,Cleaver Family Reunion (2013) ,4.1,"Trae Ireland,Sandy Simmons,Efé,|,See full cast & crew,",218
909,"SEK 1,850,000","Filmlance International AB,Tribad,See more »,",Sweden,Bitte Andersson,,Dyke Hard (2014) ,4.9,"Peggy Sands,Alle Eriksson,M. Wågensjö,|,See full cast & crew,",279
910,"$50,000","Everything Is Going to Be Just Fine Productions,Proteus Pictures,See more »,",USA,William Clift,,I Want to Get Married (2011) ,3.8,"Matthew Montgomery,Ashleigh Sumner,Emrhys Cooper,|,See full cast & crew,",131
911,,"Banfilm,Pinnacle Pictures,Portman Productions,See more »,","Spain,UK,France",Daphna Kastner,"$11,147,",Spanish Fly (1998) ,4.6,"Daphna Kastner,Toni Cantó,Martin Donovan,|,See full cast & crew,",151
912,,"Credofilm,Westdeutscher Rundfunk (WDR),Arte,See more »,","Germany,France",Julia von Heinz,,Was am Ende zählt (2007) ,6.7,"Paula Kalenberg,Marie-Luise Schramm,Benjamin Kramme,|,See full cast & crew,",187
913,,"Argonauts Productions S.A.,Attika S.A.,Audio Visual Enterprises,See more »,",Greece,,,Straight Story (2006) ,5.7,"Hristos Hatzipanagiotis,Vladimiros Kiriakidis,Anthem Moss,|,See full cast & crew,","2,572"
914,,"Reyna Films,See more »,",Philippines,Carlos Siguion-Reyna,,Tatlo... Magkasalo (1998) ,5.0,"Ara Mina,Tonton Gutierrez,Rita Avila,|,See full cast & crew,",23
915,,"Matrix Productions,See more »,",Hong Kong,Dick Lau,,Heung Gong ngaai maan nau ji sau sing pui yuk (2003) ,5.1,"Akeno Junko,Grace Lam,Wen-Wei Lin,|,See full cast & crew,",77
916,,"Westdeutscher Rundfunk (WDR),Wüste Film West GmbH,See more »,",Germany,Nana Neul,,Mein Freund aus Faro (2008) ,6.5,"Anjorka Strechel,Lucie Hollmann,Manuel Cortez,|,See full cast & crew,",401
917,,"Scarecrow,Tokyo Sakura Print,See more »,",Japan,Eiji Uchida,,Toppuresu (2008) ,6.4,"Mina Shimizu,Erika Okuda,Aya Ohmasa,|,See full cast & crew,",65
918,"$1,200,000","Saint James Films,Tom Cat Films,See more »,",USA,Dennis Devine,,Don't Look in the Cellar (2008) ,2.2,"Randal Malone,Shevaun Kastl,Tara Shayne,|,See full cast & crew,",250
919,,"Moore's Filmed Goods and Services,Tripod Media,See more »,",USA,,,The Case Against 8 (2014) ,7.4,"Ted Olson,Christopher D. Dusseault,Jeffrey J. Zarrillo,|,See full cast & crew,",966
920,,"Lolafilms,MTV Films Europe,Intuition Films,See more »,",Spain,Chema de la Peña,,Isi/Disi - Amor a lo bestia (2004) ,4.4,"Santiago Segura,Florentino Fernández,Jaydy Michel,|,See full cast & crew,","1,096"
921,"$2,000,000","Full Fathom 5,See more »,",USA,Matt Farnsworth,,Iowa (2005) ,5.2,"Matt Farnsworth,Diane Foster,John Savage,|,See full cast & crew,",355
922,,"Smile Production,Vertigo Productions,See more »,",Australia,Rolf de Heer,,Dance Me to My Song (1998) ,7.1,"Heather Rose,Joey Kennedy,John Brumpton,|,See full cast & crew,",286
923,"£250,000","New Lime Republic,See more »,",UK,Campbell Ex,,Stud Life (2012) ,5.8,"T'Nia Miller,Kyle Treslove,Robyn Kerr,|,See full cast & crew,",82
924,,"Loin Derrière L'Oural,Canal+,CinéCinéma,See more »,",France,Pascal Rabaté,,Ni à vendre ni à louer (2011) ,5.7,"Jacques Gamblin,Maria de Medeiros,François Damiens,|,See full cast & crew,",312
925,"$1,000,000","Traveling Buddha Productions,Untold the Film,See more »,",USA,Gina M. Garcia,,Untold (2014) ,6.7,"Terri Ivens,Melody Butiu,Jennifer Rubin,|,See full cast & crew,",27
926,,"Chain Camera Pictures,Red Envelope Entertainment,Tectonic Theater Project,See more »,",USA,Kirby Dick,"$44,416,",Outrage (2009) ,7.6,"Barney Frank,Tammy Baldwin,Wayne Barrett,|,See full cast & crew,","1,536"
927,,"Perfect Day Films,See more »,",USA,Timothy Greenfield-Sanders,,The Out List (2013) ,7.2,"Dustin Lance Black,R. Clarke Cooper,Wade Davis,|,See full cast & crew,",589
928,,"Love My Life Partners,See more »,",Japan,Kôji Kawano,,Love My Life (2006) ,6.2,"Rei Yoshii,Asami Imajuku,Naomi Akimoto,|,See full cast & crew,",737
929,,"Atta Girl Productions,See more »,",USA,Helen Lesnick,"$41,463,",A Family Affair (2001) ,5.0,"Helen Lesnick,Erica Shaffer,Arlene Golonka,|,See full cast & crew,",282
930,,"Is.Field,See more »,",Japan,Raita Kuramoto,,Shishunki gokko (2014) ,5.8,"Honoka Miki,Misato Aoyama,Rina Aizawa,|,See full cast & crew,",36
931,,"Irena Belle Films,See more »,",USA,L.J. Dopp,,Crustacean (2009) ,6.4,"Hannah Harper,Peter Atkins,Angela Berliner,|,See full cast & crew,",38
932,,,,Shannon Sun-Higginson,,GTFO: Get the F&#% Out (2015) ,3.8,"Leigh Alexander,Jenny Haniver,Robin Hunicke,|,See full cast & crew,",394
933,,"Robel Films,See more »,",USA,Dee Herlihy,,My Little Friend (2011) ,4.7,"Dee Herlihy,Jessica Pierson,Ryan Balas,|,See full cast & crew,",45
934,,"Cinephil,Keshet Broadcasting,Pretty Pictures,See more »,","Israel,France,USA",Sandi Simcha Dubowski,"$619,612,",Trembling Before G-d (2001) ,7.1,"Shlomo Ashkinazy,Steve Greenberg,Nathan Lopes Cardozo,|,See full cast & crew,",863
935,,"Risberg Schilling Productions,Altero Entertainment,See more »,",USA,Dominique Schilling,"$12,836,",A Reason (2014) ,6.6,"Magda Apanowicz,Nick Eversman,Marion Ross,|,See full cast & crew,",47
936,,"BrownBag Productions (II),Tru Loved,See more »,",USA,Stewart Wade,"$9,467,",Tru Loved (2008) ,5.9,"Najarra Townsend,Jake Abel,Matthew Thompson,|,See full cast & crew,",837
937,,"New Media Entertainment LLC,See more »,",USA,Damion Dietz,,Love Life (2006) ,5.5,"Keith Bearden,Stephan D. Gill,Ronnie Kerr,|,See full cast & crew,",195
938,,"Bulhorgia Produções,Canibal Filmes,See more »,",Brazil,Petter Baiestorf,,Zombio 2: Chimarrão Zombies (2013) ,6.0,"Airton Bratz,Elio Copini,Gisele Ferran,|,See full cast & crew,",47
939,,"One Shot Productions,See more »,","Spain,USA",Jesús Franco,,Snakewoman (2005) ,3.6,"Carmen Montes,Fata Morgana,Christie Levin,|,See full cast & crew,",218
940,"$125,000","Washington Square Films,See more »,",USA,Adrienne Weiss,,"Love, Ludlow (2005) ",6.8,"Alicia Goranson,David Eigenberg,Brendan Sexton III,|,See full cast & crew,",630
941,,"Nordisk Film- & TV-Fond,SVT Drama,Svensk Filmindustri (SF),See more »,",Sweden,Colin Nutley,,Gossip (2000) ,4.8,"Pernilla August,Helena Bergström,Stina Ekblad,|,See full cast & crew,",708
942,"€1,200,000","Blind Spot Pictures Oy,Sonet Film AB,Film i Väst,See more »,","Finland,Sweden",Aleksi Salmenperä,,Lapsia ja aikuisia - Kuinka niitä tehdään? (2004) ,6.2,"Minna Haapkylä,Kari-Pekka Toivonen,Minttu Mustakallio,|,See full cast & crew,","1,208"
